,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1753,Maruti Alto LX,2010,800000,90000,Diesel,Individual,Manual,First Owner
1754,Mahindra Xylo D4,1998,1030000,154000,Diesel,Individual,Manual,First Owner
1755,Maruti Alto LXi,2007,210000,76000,Diesel,Individual,Manual,First Owner
1756,Audi A6 2.0 TDI Premium Plus,2014,200000,70000,Petrol,Individual,Manual,First Owner
1757,Hyundai Santro LS zipPlus,2008,1000000,13800,Petrol,Individual,Manual,First Owner
1758,Maruti Ertiga ZDI Plus,2017,350000,90000,Diesel,Individual,Manual,First Owner
1759,Mahindra Bolero SLX 2WD BSIII,2015,380000,60000,Petrol,Dealer,Manual,First Owner
1760,Honda BR-V i-VTEC VX MT,2017,2800000,120000,Diesel,Individual,Manual,Second Owner
1761,Hyundai Verna 1.6 CRDi SX,2008,130000,33033,Petrol,Dealer,Manual,First Owner
1762,Hyundai Verna 1.6 CRDi SX,2018,4000000,30000,Petrol,Dealer,Manual,First Owner
1763,Maruti Ertiga VXI,2005,282000,100000,Diesel,Individual,Manual,Second Owner
1764,Maruti Wagon R LXI,2012,1300000,68000,Petrol,Individual,Manual,First Owner
1765,Tata Indica Vista Aqua 1.2 Safire BSIV,2018,409999,13599,Diesel,Individual,Manual,First Owner
1766,Toyota Innova 2.5 V Diesel 8-seater,2006,150000,135000,Petrol,Individual,Manual,First Owner
1767,Honda City i VTEC V,2013,60000,75000,Diesel,Individual,Manual,First Owner
1768,Mahindra Renault Logan 1.5 DLS,2008,685000,53000,Diesel,Individual,Manual,First Owner
1769,Hyundai i20 Active 1.2 S,2005,625000,43000,Diesel,Dealer,Manual,First Owner
1770,BMW 5 Series 520d Luxury Line,2009,795000,70000,Diesel,Individual,Manual,First Owner
1771,Hyundai Santa Fe 4WD AT,2007,150000,26134,Diesel,Individual,Manual,First Owner
1772,Maruti Swift VXI BSIII,2014,650000,70000,Petrol,Individual,Manual,First Owner
1773,Hyundai i10 Magna,2020,350000,30000,Diesel,Individual,Manual,Test Drive Car
1774,Honda Amaze VX i-DTEC,2015,1250000,19077,Diesel,Individual,Automatic,First Owner
1775,Renault KWID 1.0 RXT Optional,2012,60000,90000,Diesel,Individual,Manual,First Owner
1776,Volkswagen Jetta 2.0L TDI Comfortline,2007,287000,30000,Diesel,Individual,Manual,First Owner
1777,Tata Zest Revotron 1.2T XMS,2006,409999,44800,Petrol,Individual,Manual,First Owner
1778,Hyundai EON Era,2017,900000,39000,Diesel,Individual,Automatic,First Owner
1779,Ford Figo 1.5P Titanium AT,2015,134000,100000,Petrol,Individual,Manual,Second Owner
1780,Volkswagen Jetta 2.0L TDI Comfortline,2019,459999,65000,Petrol,Individual,Manual,First Owner
1781,Maruti 800 EX,2011,738000,31707,Diesel,Individual,Manual,First Owner
1782,Nissan Micra Diesel XV Premium,2012,210000,102000,Diesel,Individual,Manual,First Owner
1783,Hyundai Creta 1.6 CRDi SX Plus,2010,288000,30000,Petrol,Individual,Manual,Test Drive Car
1784,Skoda Fabia 1.2L Diesel Ambiente,2010,1580000,75000,Petrol,Individual,Manual,First Owner
1785,Hyundai Santro LP zipPlus,2004,475000,96000,Petrol,Individual,Manual,First Owner
1786,Hyundai Accent GLE CNG,2017,2600000,80000,Diesel,Individual,Manual,First Owner
1787,Hyundai Grand i10 1.2 CRDi Sportz Option,1999,195000,300000,Petrol,Dealer,Manual,Fourth & Above Owner
1788,Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2018,1195000,107500,Petrol,Dealer,Automatic,First Owner
1789,Chevrolet Beat Diesel LT,2007,35000,53652,Petrol,Individual,Manual,Second Owner
1790,Mercedes-Benz B Class B180 Sports,2016,120000,42215,Diesel,Individual,Automatic,First Owner
1791,Hyundai Grand i10 1.2 Kappa Magna AT,2011,180000,110000,Diesel,Individual,Manual,First Owner
1792,Volkswagen Vento Diesel Style Limited Edition,2007,78000,15000,Petrol,Individual,Manual,First Owner
1793,Hyundai i20 1.4 Sportz,2010,240000,1500,Diesel,Dealer,Manual,First Owner
1794,Hyundai Grand i10 Magna,2013,82000,40219,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner
1795,Datsun RediGO 1.0 S,2007,545000,35000,Diesel,Individual,Manual,Second Owner
1796,Maruti Alto LXi,2014,450000,110000,Diesel,Individual,Manual,First Owner
1797,Hyundai Santro Sportz BSIV,2011,80000,26350,Diesel,Individual,Manual,First Owner
1798,Hyundai Verna CRDi,2012,60000,40000,Petrol,Individual,Manual,First Owner
